Nome;Indirizzo;Città;Nazione;Prezzo;Prezzo Medio;Tipo di cucina;Longitude;Latitude;Prenotazione Online;Delivery
Malva;Torba;Bodrum; Türkiye;????;100;Modern Cuisine, Country cooking;274765606;370880232;SI;NO
Amavi;Alaçat? Mahallesi;Izmir; Türkiye;???;70;Creative;263759981;382840338;NO;NO
Ristorante Pizzeria Venedik;1382. Sokak No:10/B;Izmir; Türkiye;?;40;Italian;27138314;384321134;NO;NO
Scappi;Gaziosmanpa?a Bulvar? No:1;Izmir; Türkiye;??;40;Mediterranean Cuisine, Italian;271357017;384282205;SI;SI
Karnas Vineyards;Çömlekçi;Bodrum; Türkiye;???;70;Turkish;276545696;371542756;SI;NO
Kurul Bitez;Bitez Mahallesi;Bodrum; Türkiye;??;40;Meats and Grills;273778774;370414856;NO;NO
St. Regis Brasserie;Mim Kemal Öke Caddesi No:35;Istanbul; Türkiye;??;40;Asian and Western, World Cuisine;289928499;410477027;NO;NO
Dereköy Lokantas?;Dereköy;Bodrum; Türkiye;??;40;Turkish, Modern Cuisine;272858491;370429756;NO;NO
Aheste;Asmal? Mescit Mahallesi;Istanbul; Türkiye;???;70;Turkish, Modern Cuisine;289731042;410291548;SI;SI
Giritli;Yenigüvey Sokak No:9;Istanbul; Türkiye;???;70;Mediterranean Cuisine, Traditional Cuisine;289806975;410036487;NO;NO
K?smet Lokantas?;Ç?rkan Mahallesi;Bodrum; Türkiye;?;40;Traditional Cuisine, Turkish;273976748;370463589;SI;NO
ROKA;K?l?çalipa?a Mahallesi;Istanbul; Türkiye;??;40;Japanese Contemporary;289879641;4102816;NO;NO
Mezra Yal?kavak;Dirmil Mahallesi;Bodrum; Türkiye;????;100;Farm to table, Turkish;273254393;371149719;SI;SI
Hakkasan ?stanbul;Muallim Naci Caddesi No:62;Istanbul; Türkiye;????;100;Cantonese, Chinese Contemporary;290356958;410570261;NO;SI
Park Fora;Muallim Naci Caddesi No:54/A;Istanbul; Türkiye;???;70;Seafood;290346905;410540913;NO;SI
29;Ulus Mahallesi;Istanbul; Türkiye;???;70;Turkish, Mediterranean Cuisine;290320829;410645826;SI;SI
Bal?kç? Kahraman;Rumeli Kava?? Mahallesi;Istanbul; Türkiye;???;70;Seafood;290776183;411862639;SI;NO
Banyan;Y?ld?z Muallim Naci Caddesi & Salhane Sokak No:3/2;Istanbul; Türkiye;???;70;Asian Contemporary;290250625;410476321;SI;NO
K?y?;Haydar Aliyev Caddesi No:186/A;Istanbul; Türkiye;???;70;Seafood;290543849;411392295;SI;NO
Atölye;Süzer Plaza;Istanbul; Türkiye;???;70;Turkish;2899202;4104042;SI;SI
Khorasani;Alemdar Mahallesi;Istanbul; Türkiye;?;40;Traditional Cuisine, Grills;289761704;410084723;NO;SI
Avlu Restaurant;Cankurtaran;Istanbul; Türkiye;???;70;Turkish, Contemporary;289802023;410065385;SI;SI
Çok Çok Thai;Asmal? Mescit Mahallesi;Istanbul; Türkiye;??;40;Thai;289752061;410326396;NO;NO
Gula Urla;Ku?çular Mahallesi;Izmir; Türkiye;??;40;Seafood;267528739;382884933;NO;NO
Spago;Mim Kemal Öke Caddesi No:35;Istanbul; Türkiye;???;70;International;289927312;410479564;SI;SI
Lokanta Feriye;Y?ld?z Mahallesi Ç?ra?an Caddesi No:44;Istanbul; Türkiye;??;40;Mediterranean Cuisine;2902462;410473717;NO;SI
Fauna;Küçükbakkalköy Mahallesi;Istanbul; Türkiye;??;40;Italian;291099044;409845726;SI;NO
Tuti;Yoku?ba?? Mahallesi;Bodrum; Türkiye;??;40;Mediterranean Cuisine, Modern Cuisine;274410374;370417447;NO;SI
Hakkasan Bodrum;Gölköy Mahallesi;Bodrum; Türkiye;???;70;Cantonese, Modern Cuisine;274111577;371284851;SI;NO
Yut Fei;3F;Fuzhou; China Mainland;¥¥;40;Cantonese;1193020893;260995918;SI;NO
Fuyuan;No.40;Fuzhou; China Mainland;¥¥;40;Fujian;1192763831;260900699;SI;SI
Rong Ji Hai Xian Lao Hua (Cangshan);161 Liaoyuan Road;Fuzhou; China Mainland;¥;40;Noodles;1192785651;260482035;SI;SI
Lvdao Seafood;447-451 Jiu'er Road;Quanzhou; China Mainland;¥¥;40;Fujian;1186291455;247347253;NO;NO
Qing You Yu;2F;Quanzhou; China Mainland;¥¥¥;70;Seafood;118599983;24890274;SI;SI
Wei Rong Lao Hua;26 Fuer Road;Fuzhou; China Mainland;¥;40;Noodles;1192783942;26078953;NO;NO
Jiang Nan Yuan;401;Quanzhou; China Mainland;¥¥¥;70;Vegetarian;118574563;249167895;NO;NO
Hatter;433 Guxi Road;Fuzhou; China Mainland;¥¥¥¥;100;European Contemporary;119295602;26092887;SI;NO
1927 Dong Yuan Si Chu;65 Siming East Road;Xiamen; China Mainland;¥¥;40;Fujian;1180774134;244597408;NO;NO
Xuanhe Cuisine;Shop 3013;Fuzhou; China Mainland;¥¥;40;Fujian;1192731335;260623536;SI;SI
Xia;1F;Xiamen; China Mainland;¥¥¥;70;Cantonese, Fujian;1181785038;245303837;NO;SI
Lucheng;39F;Xiamen; China Mainland;¥¥¥;70;Fujian;11809574;24441536;NO;SI
Chosop;Shop 01;Fuzhou; China Mainland;¥¥;40;Sichuan;1192802701;26059659;NO;NO
Antstory;7 Buzhengya Lane;Quanzhou; China Mainland;¥¥;40;Fujian;118584851;24823816;SI;SI
Xing Wang Seafood · Rongting Hui (Siming);Shop 017;Xiamen; China Mainland;¥¥¥;70;Seafood;1181842222;244776885;NO;SI
Harmony Garden (Xierhuan North Road);No.32;Fuzhou; China Mainland;¥¥;40;Fujian;1192753237;260905159;SI;NO
Yin Lu;Building 66;Xiamen; China Mainland;¥¥¥;70;Fujian;1181628212;244937207;NO;NO
Pari-;8-10 Samlarn Road;Chiang Mai; Thailand;??;40;Asian;9899289;187635;NO;NO
Kinu by Takagi;2F;Bangkok; Thailand;????;100;Japanese;1005157;1372394;SI;NO
Yangzi Jiang;10 Nimmanahaeminda Road Soi 5;Chiang Mai; Thailand;???;70;Chinese;989680476;187985983;NO;SI
Fish Club;Andaz Pattaya Jomtien Beach  345 Mu 3;Chon Buri; Thailand;???;70;Seafood;1009093742;127927363;NO;NO
Ayutthayarom;1/1 Mu 7;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005461571;143533407;NO;NO
Jamn;8 Soi Chan 43 Yaek 41;Bangkok; Thailand;???;70;Thai;1005278437;137000793;NO;SI
Friend's Table;125 Mu 6;Chiang Mai; Thailand;???;70;Creative;989091961;187033953;NO;SI
NAVAN NAVAN;55 Mu 7;Chiang Mai; Thailand;???;70;Creative;989606077;189331204;NO;SI
Palmier by Guillaume Galliot;Four Seasons Private Residences;Bangkok; Thailand;???;70;French;1005100075;137121789;NO;SI
Indian by Nature;306 Chateau Dale Complex 64-68 Thappraya Road;Chon Buri; Thailand;??;40;Indian;1008693833;129062737;NO;SI
Shrimp Noodles Ao Kae;76 Phoonphol Road;Phuket; Thailand;?;40;Noodles;983882778;78761748;NO;SI
Khrua Ohm;2/99 Mu 2;Phuket; Thailand;??;40;Southern Thai;983488929;79074644;SI;NO
Chop Chop Cook Shop;328 Yaowarat Road;Bangkok; Thailand;??;40;Thai-Chinese;1005076979;137414382;NO;SI
Sushi Saito;Four Seasons Private Residences;Bangkok; Thailand;????;100;Sushi;1005100477;137125411;SI;NO
Pak Mor Robot;82 Benchama Road;Ubon Ratchathani; Thailand;?;40;Small eats;1048534929;152282755;NO;SI
Bangkok Bold (Pathum Wan);LGF;Bangkok; Thailand;??;40;Thai;1005460855;137441907;NO;SI
Fried Banana Rama 5 (Bang Kruai - Sai Noi Road);116 Bang Kruai - Sai Noi Road;Nonthaburi; Thailand;?;40;Street Food;10047929;138231029;NO;NO
TAAN;25F;Bangkok; Thailand;???;70;Thai contemporary;1005269622;137470692;SI;NO
Wah Lok;2F;Bangkok; Thailand;??;40;Cantonese;1005644051;137344739;SI;SI
Klang Na Pla Khao;5 Mu 9;Chon Buri; Thailand;??;40;Thai, Isan;1010796405;13391982;NO;NO
Kang;Jing Jai Market;Chiang Mai; Thailand;??;40;South East Asian;989957837;188059769;NO;SI
Khrua Ban Po Ta;23 Soi Pattaya Tai 8;Chon Buri; Thailand;??;40;Seafood;1008917078;12924521;NO;SI
ÎNT;Rooftop F;Bangkok; Thailand;???;70;Thai contemporary;1005641362;137320324;NO;SI
Khaan;14/3 Soi Som Khit;Bangkok; Thailand;????;100;Thai contemporary;1005460168;137471397;SI;NO
Sushi Saryu;GF;Bangkok; Thailand;????;100;Sushi;1005386518;137250227;NO;NO
Wagyu Steakhouse;Twinpalms Phuket Resort;Phuket; Thailand;???;70;Steakhouse;98281847;79768734;SI;SI
Pa Porn Traditional Pork Noodles;121/2 Mu 8;Phra Nakhon Si Ayutthaya; Thailand;?;40;Noodles;1005707678;143627951;NO;SI
Nusara;336 Maha Rat Road;Bangkok; Thailand;????;100;Thai contemporary;1004915418;13745672;SI;SI
Gaggan;68 Soi Sukhumvit 31;Bangkok; Thailand;????;100;Innovative;1005675901;137407937;NO;SI
Hoi Tod Singha Buri;The night market in front of Telephone Organization of Thailand;Phra Nakhon Si Ayutthaya; Thailand;?;40;Street Food;1005710693;14355374;NO;SI
Sang Thatien;75 Maha Rat Road;Bangkok; Thailand;???;70;Thai;10049202;1374468;SI;NO
Pa Noi Beef Noodles;57/8 Sisuttha Road;Udon Thani; Thailand;?;40;Noodles;1027918669;174102877;NO;SI
Bang Dean;16/10 Mu 1;Phang-Nga; Thailand;?;40;Street Food;983447908;88688072;NO;SI
Lumdee Te Khuadang;V Community;Chiang Mai; Thailand;??;40;Northern Thai;990331342;187984704;SI;NO
Peang-Prai;101/18 Soi Namtok Bang Toei;Phuket; Thailand;??;40;Thai;983951171;80416989;SI;NO
Khao Kriab Pak Mor Talat Na San Jao;Na San Jao Market;Surat Thani; Thailand;?;40;Street Food;993260457;91458005;SI;SI
Day & Night;83/25 Liang Mueang Road;Surat Thani; Thailand;??;40;International;993287262;91061059;SI;SI
Lenzi Tuscan Kitchen;69/2 Soi Ruam Ruedi 2;Bangkok; Thailand;???;70;Italian;10055078;13737625;NO;SI
Sra Bua by Kiin Kiin;GF;Bangkok; Thailand;???;70;Thai contemporary;10053521;137486372;SI;SI
Reunros (Yan Nawa);Bangkok Square;Bangkok; Thailand;??;40;Chinese;100534187;136727243;NO;NO
Canvas;113/9-10 Soi Sukhumvit 55;Bangkok; Thailand;????;100;Innovative;1005807471;137288565;NO;NO
Yamazato;24F;Bangkok; Thailand;???;70;Japanese;1005480908;137426915;NO;NO
Ta Khai;Rosewood Hotel;Phuket; Thailand;???;70;Thai;982715;78863115;NO;SI
Aunt Aoy Kitchen;377 2 Chiang Rai Road;Chiang Mai; Thailand;?;40;Thai;98964349;187952137;SI;NO
Celadon;GF;Bangkok; Thailand;???;70;Thai;10054045;13723654;SI;NO
Royd;95/1 Dibuk Road;Phuket; Thailand;???;70;Southern Thai, Contemporary;983859088;78864469;SI;SI
Baan Landai;252/13-14 Phra Pok Klao Road;Chiang Mai; Thailand;??;40;Thai;98987436;187941249;SI;NO
Punjab Grill;GF;Bangkok; Thailand;???;70;Indian;1005577897;137440519;NO;SI
The House by Ginger;199 Mun Mueang Road;Chiang Mai; Thailand;??;40;Thai;989932033;187927655;NO;SI
Vacca;99 Mu 20;Khon Kaen; Thailand;??;40;Italian;1027858119;164602343;SI;SI
Rimsaun;200 Phu Khao Thong Soi 5;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005509345;143537873;NO;SI
Embassy Room La Marina;9F;Bangkok; Thailand;???;70;Spanish;1005471335;13744175;NO;SI
Rock-Un;85 Si Mueang Road;Phang-Nga; Thailand;?;40;Small eats;983468035;88662603;SI;NO
We-La-Dee;291 Mu 9;Chiang Mai; Thailand;??;40;Thai;990284337;188442104;NO;SI
Krua Phech Doi Ngam;267/1 Mu 2;Chiang Mai; Thailand;??;40;Northern Thai;989951792;187621072;NO;SI
Thian Leng Bak Kut Teh;35 Mu 4;Phang-Nga; Thailand;?;40;Thai-Chinese;983009029;8294028;SI;SI
Nern Khao View Talay;18/6 Mu 10;Phang-Nga; Thailand;??;40;Thai;983116858;82922347;SI;NO
Dhabkwan;Dhabkwan Resort;Nonthaburi; Thailand;??;40;Thai;1004852384;138555679;SI;NO
Banrimbung;372/21 Mu 2;Nakhon Pathom; Thailand;??;40;Thai;1000022003;138092233;NO;NO
Jay Jia Yentafo;564 Rama 4 Road;Bangkok; Thailand;?;40;Noodles;100522798;137351163;NO;SI
Jao Nai Fish Ball (Bang Khae Road);103/14 Bang Khae Road;Bangkok; Thailand;?;40;Noodles;10042131;13697419;SI;NO
Samut;14/119 Mu 1;Phuket; Thailand;????;100;Southern Thai;983101011;77818113;NO;NO
J'AIME by Jean-Michel Lorain;2F;Bangkok; Thailand;???;70;French Contemporary;1005460559;137181298;SI;NO
Royal Osha;99 Wireless Road;Bangkok; Thailand;???;70;Thai contemporary;100546135;13734719;SI;SI
Sushi Masato;3/22 Soi Sukhumvit 31;Bangkok; Thailand;????;100;Sushi;1005661107;1373445;SI;SI
100 Mahaseth;100 Mahaseth Road;Bangkok; Thailand;??;40;Isan;1005183206;137290445;NO;NO
Mana;420 Mu 21;Khon Kaen; Thailand;??;40;Thai-Chinese;10283004;1643119;SI;SI
Baan Suan Mae Rim;261 Mu 2;Chiang Mai; Thailand;??;40;Thai;98945395;189443268;NO;NO
Supanniga Eating Room (Phra Nakhon);392/25-26 Maha Rat Road;Bangkok; Thailand;??;40;Thai;1004916953;137441379;SI;SI
Sornthong;2829-31 Rama 4 Road;Bangkok; Thailand;??;40;Seafood;1005664357;137194173;SI;NO
Hong Khao Tom Pla;5 Kra Road;Phuket; Thailand;??;40;Thai;983931984;7876661;NO;NO
Aeeen;4/13 Mu 5;Chiang Mai; Thailand;??;40;Vegetarian;989484343;187707417;NO;NO
Yung Khao;111 Mu 4;Nakhon Ratchasima; Thailand;??;40;Southern Thai;1014106916;14630968;NO;SI
Methavalai Sorndaeng;78/2 Ratchadamnoen Klang Road;Bangkok; Thailand;??;40;Thai;1005021073;137561226;NO;SI
Gen (Vadhana);Vibes Ekkamai;Bangkok; Thailand;??;40;Japanese;10058715;13734352;SI;SI
Khao Horm;34/36 Mu 4;Ko Samui; Thailand;??;40;Southern Thai;1000606586;95616557;SI;SI
See Na Nuan Café;164/160 Mu 14;Khon Kaen; Thailand;??;40;Thai;1028234001;164586171;SI;SI
Jum Khao;104/4 Thetsaban 26 Road;Nakhon Ratchasima; Thailand;??;40;Isan;1014225221;147075293;NO;NO
Maze;114/3 Set Siri Road;Bangkok; Thailand;???;70;Northern Thai;1005325814;137800618;NO;SI
Savelberg;136/1 Soi Yen Akat 2;Bangkok; Thailand;????;100;French Contemporary;1005484509;137126814;NO;NO
Anuwat;201 Mu 4;Phang-Nga; Thailand;?;40;Street Food;982595103;8393566;SI;SI
Lertrod;17/7 Nai Yang Road;Phuket; Thailand;??;40;Thai;983071751;81004373;SI;NO
Kruvit Raft (Ban Laem Hin);98/7  Ko Maphrao;Phuket; Thailand;??;40;Seafood;984132289;79372108;SI;NO
Rongros;392/16 Maha Rat Road;Bangkok; Thailand;??;40;Thai;1004916545;137442674;NO;SI
Lam Phu 2;23/1 Mu 3;Surat Thani; Thailand;??;40;Seafood;9935403;916151;SI;SI
Villa Frantzén;7 Soi Yen Akat 3;Bangkok; Thailand;????;100;Scandinavian;1005457136;137119255;NO;NO
Heng Khao Moo Daeng;428/1 Namueang Road;Surat Thani; Thailand;?;40;Thai-Chinese;993247196;91431188;NO;NO
Sripol Seafood House;61/11;Bangkok; Thailand;???;70;Seafood;10056998;13757461;SI;NO
The Redbox;6 Soi Jannsaap;Chiang Mai; Thailand;???;70;Thai contemporary;989696259;188013718;SI;NO
La Gaetana;352 Phuket Road;Phuket; Thailand;??;40;Italian;9839357;7876652;SI;SI
Eat Me;1/6 Soi Phiphat 2;Bangkok; Thailand;???;70;International;1005338921;137254378;SI;SI
The Smokaccia Laboratory;116/4 Mu 3;Phuket; Thailand;???;70;Creative;982850193;79762871;NO;SI
Saigon Recipe;Piman 49;Bangkok; Thailand;??;40;Vietnamese;1005765669;137322609;NO;SI
Saffron;Banyan Tree Samui;Ko Samui; Thailand;???;70;Thai;1000692198;94752063;NO;SI
Blackitch;27/1 Nimmanahaeminda Soi 7 Road;Chiang Mai; Thailand;???;70;Asian Contemporary;989698421;187981165;SI;NO
Krua Supanniga by Khunyai Somsie;Supanniga Home;Khon Kaen; Thailand;??;40;Thai;102858754;164122127;NO;NO
Pratunam Baan Ko Noodles;22 Mu 5;Phra Nakhon Si Ayutthaya; Thailand;?;40;Noodles;1004771903;142332584;NO;SI
Lahnyai;31 Soi Suan Phlu 2;Bangkok; Thailand;????;100;Thai contemporary;1005381171;137222474;SI;NO
Jay Jew Talew Bin;117/17 Mu 2;Chon Buri; Thailand;??;40;Thai;1009882637;133808961;NO;NO
Chom Tawan;79 Mu 3;Chon Buri; Thailand;??;40;Thai;1008139953;131530399;SI;SI
Preaw Pak;6/6 Mu 4;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1003656589;144646267;NO;SI
Tambu;Avista Hideaway Phuket Patong - MGallery;Phuket; Thailand;???;70;Indian;9827814;788122;NO;NO
Wansuk;129/10 Mu 1;Chon Buri; Thailand;??;40;Thai;10089349;1295918;SI;SI
Radna Suanmak;282 Phoklang Road;Nakhon Ratchasima; Thailand;?;40;Noodles;1020933103;14975294;SI;SI
Khao Soi Lung Prakit Kad Kom;53 Suriyawong 5 Road;Chiang Mai; Thailand;?;40;Noodles;989897008;187744424;SI;NO
Mae Khlong Hua Pla Mo Fai;198 Phran Nok-Phutthamonthon Sai 4 Road;Bangkok; Thailand;??;40;Seafood;1004216636;137546526;SI;NO
Yu Ting Yuan;LF;Bangkok; Thailand;????;100;Cantonese;1005057331;13703883;NO;SI
Ojo;76F;Bangkok; Thailand;???;70;Mexican;10052825;1372352;SI;NO
Nikaku;GF;Bangkok; Thailand;????;100;Sushi;1005287986;137218546;SI;NO
Keller;1749 Chan Kao Road;Bangkok; Thailand;???;70;Creative;1005417693;1370625;SI;SI
Phensiri;80/30 Mu 3;Ko Samui; Thailand;??;40;Thai, Southern Thai;1000550677;95117039;NO;NO
Larb Duang Dee Mee Sook;74 Soi Ban Huai Sai;Chiang Mai; Thailand;??;40;Northern Thai;989429191;187592878;SI;SI
Somtum Je Phai;321/26 Mu 12;Chon Buri; Thailand;?;40;Isan;1008778378;128866482;NO;SI
Rabiang Thale;887 Soi Thetsaban Bang Pu 104;Samut Prakan; Thailand;??;40;Seafood;1006637761;135133286;NO;SI
Som Tum Jae Kai (Asavamit Road);230/28 Asavamit Road;Udon Thani; Thailand;?;40;Isan;1027860599;173979584;NO;NO
Kinlum Kindee;172 Mu 3;Chiang Mai; Thailand;??;40;Northern Thai;990656174;188607779;NO;SI
Clara;69 Soi Prasat Suk;Bangkok; Thailand;???;70;Italian;10054844;1371638;NO;SI
Favola;2F;Chiang Mai; Thailand;???;70;Italian;989999868;187843138;SI;NO
Aheesah Roddee;103-105 Tani Road;Bangkok; Thailand;?;40;Asian;10049839;1376035;SI;SI
Gu Cherng;2F;Phra Nakhon Si Ayutthaya; Thailand;???;70;Chinese;1005825053;143529537;SI;SI
Jay Noi Kratoke;115 Pibool La-lad Road;Nakhon Ratchasima; Thailand;?;40;Thai;1020899567;149667416;SI;NO
Food For You;25 Mu 3;Chiang Mai; Thailand;??;40;Thai;989835082;188538933;SI;NO
Baan Ton Sai;189/49 Mu 8;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005516351;14352996;NO;SI
Grand Chaopraya;42/1 Ban Run;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005641292;14300715;NO;SI
Kor Chun Huad;864 Soi Somdet Phrachao Taksin 34;Bangkok; Thailand;??;40;Thai-Chinese, Thai;1004851172;137036777;SI;SI
Neon Boat Noodles;395/7 Pattaya;Chon Buri; Thailand;?;40;Noodles;1008901686;129314083;SI;NO
Grok;14 Soi Somkid;Bangkok; Thailand;??;40;Thai;100545948;137470706;SI;NO
?re;11/31 Sathu Pradit Road;Bangkok; Thailand;????;100;Creative;1005300097;137043427;NO;NO
Krua Sa Ros Jad;112/1 Soi Vibhavadi 44;Bangkok; Thailand;??;40;Thai;1005619856;13842234;SI;NO
Cadence by Dan Bark;225 Soi Pridi Banomyong 25;Bangkok; Thailand;????;100;Innovative, Creative;100594119;13727079;SI;SI
Terroir;Acmen Complex;Bangkok; Thailand;???;70;Creative;1005871356;137342892;SI;NO
O;252/21 Soi Wilai Sena;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1004033692;143268265;SI;SI
Aquila;226/4 Soi Surapol 1;Chiang Mai; Thailand;??;40;Italian;990347873;187689662;SI;NO
Giglio Trattoria Fiorentina;149 Soi Sathon 12;Bangkok; Thailand;???;70;Italian;1005259213;137226449;SI;NO
Baan Watcharachai;9 Soi Ban Pom 27;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005461966;143528281;SI;NO
Phi Sao;136/79 Mu 9;Phang-Nga; Thailand;??;40;Thai;982462619;84045539;NO;NO
Ms.Maria & Mr.Singh;2F;Bangkok; Thailand;???;70;Indian;1005676038;13740807;NO;SI
Juumpo;GF;Phang-Nga; Thailand;??;40;Southern Thai;982526123;86722773;NO;SI
Tonnam Riverview;26/7 Ban Len;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005738292;142234224;SI;NO
Loong Loy Pa Lan;1010 Phet Kasem Road;Nakhon Pathom; Thailand;??;40;Thai;1000571265;138089952;SI;SI
Phra Nakhon;Lower Lobby;Bangkok; Thailand;???;70;Thai;1005106535;137130789;SI;SI
L'Arôme by the Sea;247/5 Phrabaramee Road;Phuket; Thailand;????;100;French Contemporary;982924952;79151582;NO;NO
Lab Mu Worachai;26/3 Posri Road;Udon Thani; Thailand;??;40;Isan;1027826167;174103691;NO;NO
Acqua;324/15 Phra Barami Road;Phuket; Thailand;????;100;Italian;982908321;79167408;SI;NO
Gorjan;161 Kra Road;Phuket; Thailand;??;40;Thai;983906865;78724225;SI;SI
New York Steakhouse;2F;Bangkok; Thailand;???;70;Steakhouse;1005520831;137416921;NO;NO
Ginza Sushi Ichi;3F;Bangkok; Thailand;????;100;Sushi;1005406345;137449423;SI;NO
Somchai Go Tae (Bang Len);18/13 Mu 1;Nakhon Pathom; Thailand;??;40;Thai-Chinese, Thai;1002201909;140108613;SI;NO
O Cha Rot;72/1 Yaowarat Road;Phuket; Thailand;?;40;Noodles;9838762;7885575;SI;NO
Heh;158 Yaowarat Road;Phuket; Thailand;???;70;Australian Contemporary;983870143;78894489;SI;NO
Song 24 Nor;Nikorn Samran Road;Khon Kaen; Thailand;??;40;Thai;1028333035;164206709;SI;NO
Paste;3F;Bangkok; Thailand;???;70;Thai;1005405551;137451823;NO;SI
Bang Por Seafood Takho;56/4 Mu 6;Ko Samui; Thailand;??;40;Seafood;999427848;9578356;SI;NO
Long Dtai;Cape Fahn Hotel;Ko Samui; Thailand;???;70;Southern Thai;1000874905;95736005;SI;NO
Nan Bei;19F;Bangkok; Thailand;???;70;Chinese;1005489366;137432557;NO;SI
Baan Phraya;Mandarin Oriental Hotel;Bangkok; Thailand;???;70;Thai;1005116967;137245795;NO;NO
Krua Samchai;282/1 Phalochai Road;Ubon Ratchathani; Thailand;??;40;Isan;1048389958;152339591;SI;NO
Arunwan;LGF;Bangkok; Thailand;?;40;Small eats;100587971;137361551;NO;SI
Go Ang Seafood;226 Mu 2;Phuket; Thailand;???;70;Seafood;983925518;78791435;NO;NO
Yi-Oui Noodles;Behind Thai Mueang Shrine Chinese theater;Phang-Nga; Thailand;?;40;Noodles;982594169;83913971;SI;SI
Sawang Noodles;264 Si Phraya Road;Bangkok; Thailand;?;40;Noodles;1005253347;13731989;SI;NO
Chum (Saraphi);1/1 Mu 7;Chiang Mai; Thailand;??;40;Northern Thai;99008657;187242045;NO;SI
Jongjit Kitchen;9/1 Mu 4;Phuket; Thailand;?;40;Thai;983458619;79161465;SI;SI
Suay;Baan Wana Park;Phuket; Thailand;???;70;Thai contemporary;9832934;7980066;NO;NO
Enoteca;39 Soi Sukhumvit 27;Bangkok; Thailand;???;70;Italian;10056463;1373723;NO;SI
Shirokane Tori-Tama;Park Lane;Bangkok; Thailand;??;40;Japanese;10058455;137233434;NO;SI
Guang Tang Noodles;18/15 Pimpasut Road;Khon Kaen; Thailand;?;40;Noodles;1028360228;164366495;SI;NO
Kai Yang Sueb Siri;49 Sueb Siri Road;Nakhon Ratchasima; Thailand;??;40;Isan;1020673711;14970211;SI;SI
Jaras;InterContinental Phuket Resort;Phuket; Thailand;??;40;Thai contemporary;982837599;7962254;SI;SI
Kai Yang Wanna;271 Mu 11;Khon Kaen; Thailand;?;40;Isan;1028594081;168536929;NO;SI
Guay Jub Mr. Jo;86 Soi Chan 44;Bangkok; Thailand;?;40;Noodles;1005142074;137092043;SI;NO
Beach Grill and Bar;Devasom Khao Lak Beach Resort & Villas;Phang-Nga; Thailand;???;70;Mediterranean Cuisine;982397567;86955746;NO;NO
Khrua Nong;132/8 Phet Kasem Road;Phang-Nga; Thailand;??;40;Thai;9836038;8871535;NO;SI
Khao (Vadhana);15 Soi Ekkamai 10;Bangkok; Thailand;??;40;Thai;10058784;137290273;SI;SI
O Tao Bang Niao;362 Phuket Road;Phuket; Thailand;?;40;Street Food;983936578;78763976;SI;SI
Go La;11 Kra Road;Phuket; Thailand;?;40;Small eats;983930647;78766786;NO;NO
Khanom Jeen Mae Ploy;7/1 Mu 6;Nakhon Ratchasima; Thailand;?;40;Street Food;1021032772;149975141;NO;SI
Sookjailand;98 Mu 7;Khon Kaen; Thailand;??;40;Isan;1026146659;164670347;NO;SI
Baan;139/5 Wireless Road;Bangkok; Thailand;??;40;Thai;1005465971;1373774;NO;SI
Kaithong Original;164/13-15 Soi Chaeng Watthana-Pak Kret 33;Nonthaburi; Thailand;??;40;Thai-Chinese;100537926;13908368;NO;NO
Khao;Four Seasons Resort;Chiang Mai; Thailand;????;100;Thai;989315887;189163599;NO;NO
Tang Sui Heng (Banthat Thong Road);649 Banthat Thong Road;Bangkok; Thailand;?;40;Street Food;1005237754;137468255;NO;NO
North;8 Soi Sukhumvit 33;Bangkok; Thailand;???;70;Northern Thai;1005675424;137335925;NO;NO
Guay Jub Ubon;7 Phrommathep Road;Ubon Ratchathani; Thailand;?;40;Street Food;1048580091;152252387;NO;SI
Samchai Coffee (Thepyothi Road);168/4 Thepyothi Road;Ubon Ratchathani; Thailand;?;40;Small eats;1048648389;152324445;SI;SI
Antito;14F;Bangkok; Thailand;???;70;Italian;1005222841;137190616;NO;SI
Buabok;Amanpuri Resort 118;Phuket; Thailand;???;70;Thai;982765156;79839277;SI;NO
Noodles Soi 12 (Ban Suan);44/8-9 Mu 6;Chon Buri; Thailand;?;40;Noodles;1010106119;133510035;NO;NO
Krua Pla Tu Tid Oun;8/1 Nadedee Road Soi 5;Chon Buri; Thailand;??;40;Thai;1009270292;132693409;SI;SI
Baannok Bangkok;34/3 VIVRE Building;Bangkok; Thailand;??;40;Thai;1005433475;137416843;SI;NO
Uan Ja Noodle;45 U Thong Road;Phra Nakhon Si Ayutthaya; Thailand;?;40;Noodles;1005786227;143637608;SI;SI
Yong Poo Ob;1844/1 Mittraphap Road;Nakhon Ratchasima; Thailand;??;40;Seafood;1020634929;149784026;NO;NO
Yommarat O-Cha;9-11 Yommarat Road;Nakhon Ratchasima; Thailand;?;40;Small eats;1020985872;149788544;NO;NO
Whale Chicken Noodles;156 Sri Chant Road;Khon Kaen; Thailand;?;40;Noodles;10283192;164307;SI;NO
